-3.7466874502543958e+89   +  j * 8.2882268909452631e+250
-7.5141708443419749e-293   +  j * 2.1531330265192332e+226
3.9793324568446463e+101   +  j * -2.0719657727167667e+06
-4.7533381975050715e-196   +  j * -7.4610279052228463e+131
-5.7153763648255632e-229   +  j * -1.1530558380051208e-295
4.5902451104158300e-290   +  j * -1.1140456622242589e+18
2.4727879578494745e+271   +  j * -1.8415117975410769e+42
-6.0647121741525331e+220   +  j * -8.1599558830058037e+197
-4.0072691844009678e-164   +  j * -4.0996565081103009e+71
-4.6629019318749222e-20   +  j * -2.2288848246803449e+288
1.3169930367809917e-182   +  j * -1.7017153792962177e-267
4.2464219923721769e-178   +  j * 2.5902414932885226e-181
-1.1802416788649280e-204   +  j * -3.6289627687364561e+47
-2.2156081226139808e-278   +  j * 3.9718456645860716e+00
9.2131247747769559e-241   +  j * -6.4278705615525648e+280
-2.6177845120006443e-213   +  j * -2.2368897169068798e+99
2.3137125569724660e-29   +  j * 2.7824886642505525e+216
1.1736118007834034e-270   +  j * 8.8421428743692391e+53
1.4772377376385362e+118   +  j * -2.3096598800903751e-67
7.6676651730253670e-177   +  j * 1.9479893796105271e-200
-4.2913922027436923e-162   +  j * -2.7851693730043309e-124
6.8209604044987017e-254   +  j * 7.1354948367080084e+178
-8.9083469944874839e-168   +  j * 4.9584257384830119e+33
-4.4536561767229377e-246   +  j * -1.2020909942535631e+144
2.6832541817418723e-121   +  j * 4.1233399198493369e-225
-2.5374195662053348e-236   +  j * -1.6886152731010232e-302
-3.0922344268758740e-133   +  j * -1.2444068264817183e-151
-2.5922124873831249e-262   +  j * -8.5163780903292988e+14
